epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.16542937,0.08184068650007248,0.00053148624,10.826300621032715
0,0.15655369,0.07998534291982651,0.00055340823,11.05648136138916
0,0.19100183,0.08267856761813164,0.0005628824,15.871581077575684
0,0.040295504,0.6820119321346283,0.03488278,1.5217468738555908
0,0.064208336,0.49561795592308044,0.0036927077,1.5898427963256836
0,0.07346533,0.34748782217502594,0.007078663,1.7528634071350098
0,0.08293438,0.24595358967781067,0.006486472,6.935003280639648
0,0.09276288,0.1943356990814209,0.0029397428,36.73677062988281
0,0.09346974,0.18935780972242355,0.0005457307,122.74514770507812
0,0.11257482,0.15149077028036118,0.0005829027,208.50701904296875
0,0.115996435,0.13002176582813263,0.0005888191,280.507568359375
0,0.1170802,0.1405179649591446,0.0007923878,281.1654968261719
0,0.10975368,0.12384514510631561,0.0007923914,285.6425476074219
0,0.08386764,0.11573930457234383,0.0007923928,428.32720947265625
0,0.0961332,0.1067061573266983,0.0006075333,377.388671875
0,0.13309512,0.10045315697789192,0.0006075327,260.74420166015625
0,0.14359745,0.10593034327030182,0.0006075291,185.3978271484375
0,0.16044796,0.09030113741755486,0.000588853,94.67053985595703
0,0.14623857,0.08502999320626259,0.0005886709,60.742549896240234
0,0.16576953,0.08857786282896996,0.0005885291,62.75403594970703
0,0.038271733,0.6244126260280609,0.1320493,0.2477589100599289
0,0.05321783,0.41692158579826355,0.18927036,0.5285236835479736
0,0.07642944,0.2985316812992096,0.00078686053,73.43402862548828
0,0.08538945,0.23261583596467972,0.0006074153,219.75692749023438
0,0.81232774,0.008357902203664877,0.008226046,0.08718178570270538
0,0.8721517,0.0075125983039047136,0.7782412,0.012524341512471438
0,0.19962747,0.16011012605456418,0.00063877733,96.67051544189454
